Flare ID,Begin Time,Peak Time,End Time,Class Type,Source Location,Active Region,Instruments,Linked Events Activity ID
2010-04-03T09:04:00-FLR-001,2010-04-03T09:04Z,2010-04-03T09:54Z,2010-04-03T10:58Z,B7.4,S25W03,11059,GOES14: SEM/XRS 1.0-8.0,2010-04-03T09:54:00-CME-001
2010-06-12T00:30:00-FLR-001,2010-06-12T00:30Z,2010-06-12T00:57Z,2010-06-12T01:02Z,M2.0,N22W43,11081,GOES14: SEM/XRS 1.0-8.0,None
2010-08-07T17:55:00-FLR-001,2010-08-07T17:55Z,2010-08-07T18:24Z,2010-08-07T18:47Z,M1.0,N14E37,11093,GOES14: SEM/XRS 1.0-8.0,None
2010-08-14T09:38:00-FLR-001,2010-08-14T09:38Z,2010-08-14T10:05Z,2010-08-14T10:31Z,C4.4,N11W65,11093,GOES15: SEM/XRS 1.0-8.0,2010-08-14T12:30:00-SEP-001
2010-08-18T04:45:00-FLR-001,2010-08-18T04:45Z,2010-08-18T05:48Z,2010-08-18T06:51Z,C4.5,N18W88,11099,GOES15: SEM/XRS 1.0-8.0,2010-08-18T06:00:00-CME-001
2010-10-16T19:07:00-FLR-001,2010-10-16T19:07Z,2010-10-16T19:12Z,2010-10-16T19:15Z,M2.9,S20W26,11112,GOES14: SEM/XRS 1.0-8.0,None
2011-01-28T00:44:00-FLR-001,2011-01-28T00:44Z,2011-01-28T01:03Z,2011-01-28T01:10Z,M1.3,N17W88,11149,GOES15: SEM/XRS 1.0-8.0,None
2011-02-09T01:23:00-FLR-001,2011-02-09T01:23Z,2011-02-09T01:31Z,2011-02-09T01:35Z,M1.9,N16W70,11153,GOES15: SEM/XRS 1.0-8.0,None
2011-02-13T17:28:00-FLR-001,2011-02-13T17:28Z,2011-02-13T17:38Z,2011-02-13T17:47Z,M6.6,S20E04,11158,GOES15: SEM/XRS 1.0-8.0,None
2011-02-14T17:20:00-FLR-001,2011-02-14T17:20Z,2011-02-14T17:26Z,2011-02-14T17:32Z,M2.2,S20W04,11158,GOES15: SEM/XRS 1.0-8.0,None
2011-02-15T01:44:00-FLR-001,2011-02-15T01:44Z,2011-02-15T01:56Z,2011-02-15T02:06Z,X2.2,S20W10,11158,GOES15: SEM/XRS 1.0-8.0,2011-02-15T02:25:00-CME-001
2011-02-16T01:32:00-FLR-001,2011-02-16T01:32Z,2011-02-16T01:39Z,2011-02-16T01:46Z,M1.0,S21W28,11158,GOES15: SEM/XRS 1.0-8.0,None
2011-02-18T09:55:00-FLR-001,2011-02-18T09:55Z,2011-02-18T10:11Z,2011-02-18T10:15Z,M6.6,S20W63,11158,GOES15: SEM/XRS 1.0-8.0,None
2011-02-24T07:23:00-FLR-001,2011-02-24T07:23Z,2011-02-24T07:35Z,2011-02-24T07:42Z,M3.5,N14E87,11163,GOES15: SEM/XRS 1.0-8.0,2011-02-24T08:00:00-CME-001
2011-02-28T12:38:00-FLR-001,2011-02-28T12:38Z,2011-02-28T12:52Z,2011-02-28T13:03Z,M1.1,N28E39,11164,GOES15: SEM/XRS 1.0-8.0,None
2011-03-07T13:44:00-FLR-001,2011-03-07T13:44Z,2011-03-07T14:30Z,2011-03-07T15:08Z,M2.0,N11E21,11166,GOES15: SEM/XRS 1.0-8.0,2011-03-07T14:40:00-CME-001
2011-03-07T19:43:00-FLR-001,2011-03-07T19:43Z,2011-03-07T20:12Z,2011-03-07T21:40Z,M3.7,N30W48,11164,GOES15: SEM/XRS 1.0-8.0,2011-03-07T20:12:00-CME-001
2011-03-08T02:24:00-FLR-001,2011-03-08T02:24Z,2011-03-08T02:29Z,2011-03-08T02:32Z,M1.3,S18W80,11165,GOES15: SEM/XRS 1.0-8.0,None
2011-03-08T03:37:00-FLR-001,2011-03-08T03:37Z,2011-03-08T03:58Z,2011-03-08T04:20Z,M1.5,S21E72,11171,GOES15: SEM/XRS 1.0-8.0,2011-03-08T05:00:00-CME-001
2011-03-08T10:35:00-FLR-001,2011-03-08T10:35Z,2011-03-08T10:44Z,2011-03-08T10:55Z,M5.3,S17W88,11165,GOES15: SEM/XRS 1.0-8.0,None
2011-03-09T23:13:00-FLR-001,2011-03-09T23:13Z,2011-03-09T23:23Z,2011-03-09T23:29Z,X1.5,N11W14,,GOES15: SEM/XRS 1.0-8.0,None
2011-06-07T06:16:00-FLR-001,2011-06-07T06:16Z,2011-06-07T06:41Z,2011-06-07T06:59Z,M2.5,S22W53,11226,GOES15: SEM/XRS 1.0-8.0;,2011-06-07T06:50:00-CME-001;2011-06-07T08:25:00-SEP-001;
2011-07-30T02:05:00-FLR-001,2011-07-30T02:05Z,2011-07-30T02:09Z,2011-07-30T02:12Z,M9.3,N16E33,11261,GOES15: SEM/XRS 1.0-8.0,None
2011-08-03T13:17:00-FLR-001,2011-08-03T13:17Z,2011-08-03T13:48Z,2011-08-03T14:10Z,M6.0,N17W29,11261,GOES15: SEM/XRS 1.0-8.0,2011-08-03T13:55:00-CME-001
2011-08-04T03:41:00-FLR-001,2011-08-04T03:41Z,2011-08-04T03:57Z,2011-08-04T04:04Z,M9.3,N15W39,11261,GOES15: SEM/XRS 1.0-8.0;,2011-08-04T04:10:00-CME-001;2011-08-04T05:00:00-SEP-001;2011-08-04T05:10:00-SEP-001;
2011-08-09T07:48:00-FLR-001,2011-08-09T07:48Z,2011-08-09T08:05Z,2011-08-09T08:08Z,X6.9,N17W69,11263,GOES15: SEM/XRS 1.0-8.0;,2011-08-09T08:40:00-SEP-001;2011-08-09T08:45:00-SEP-001;
2011-09-06T01:35:00-FLR-001,2011-09-06T01:35Z,2011-09-06T01:50Z,2011-09-06T02:05Z,M5.3,N14W04,11283,GOES15: SEM/XRS 1.0-8.0,None
2011-09-06T22:12:00-FLR-001,2011-09-06T22:12Z,2011-09-06T22:20Z,2011-09-06T22:24Z,X2.1,N14W17,11283,GOES15: SEM/XRS 1.0-8.0,2011-09-07T06:00:00-SEP-001
2011-09-07T22:32:00-FLR-001,2011-09-07T22:32Z,2011-09-07T22:38Z,2011-09-07T22:44Z,X1.8,N15W31,11283,GOES15: SEM/XRS 1.0-8.0,2011-09-07T23:24:00-CME-001
2011-09-08T15:32:00-FLR-001,2011-09-08T15:32Z,2011-09-08T15:46Z,2011-09-08T15:52Z,M6.7,N15W40,11283,GOES15: SEM/XRS 1.0-8.0,None
2011-09-22T10:29:00-FLR-001,2011-09-22T10:29Z,2011-09-22T11:01Z,2011-09-22T11:44Z,X1.4,N09E89,,GOES15: SEM/XRS 1.0-8.0;,2011-09-22T11:24:00-CME-001;2011-09-22T11:35:00-SEP-001;
2011-09-24T09:21:00-FLR-001,2011-09-24T09:21Z,2011-09-24T09:40Z,2011-09-24T09:48Z,X1.9,N13E61,11302,GOES15: SEM/XRS 1.0-8.0,2011-09-24T11:50:00-SEP-001
2011-09-24T12:33:00-FLR-001,2011-09-24T12:33Z,2011-09-24T13:20Z,2011-09-24T14:10Z,M7.1,N13E58,11302,GOES15: SEM/XRS 1.0-8.0,None
2011-09-24T20:29:00-FLR-001,2011-09-24T20:29Z,2011-09-24T20:36Z,2011-09-24T20:42Z,M5.8,N13E55,11302,GOES15: SEM/XRS 1.0-8.0,2011-09-24T20:45:00-SEP-001
2011-09-25T04:31:00-FLR-001,2011-09-25T04:31Z,2011-09-25T04:50Z,2011-09-25T05:05Z,M8.8,N11E47,,GOES15: SEM/XRS 1.0-8.0,None
2011-11-03T20:16:00-FLR-001,2011-11-03T20:16Z,2011-11-03T20:27Z,2011-11-03T20:32Z,X1.9,N18E51,11339,GOES15: SEM/XRS 1.0-8.0,None
2012-01-23T03:38:00-FLR-001,2012-01-23T03:38Z,2012-01-23T03:59Z,2012-01-23T04:34Z,M8.7,N28W20,11402,GOES15: SEM/XRS 1.0-8.0;,2012-01-23T04:00:00-CME-001;2012-01-23T04:49:00-SEP-001;2012-01-23T05:00:00-SEP-001;2012-01-23T05:30:00-SEP-001;2012-01-23T08:15:00-SEP-001;2012-01-24T06:30:00-SEP-001;
2012-01-27T17:37:00-FLR-001,2012-01-27T17:37Z,2012-01-27T18:37Z,2012-01-27T18:56Z,X1.8,N31W90,11402,GOES15: SEM/XRS 1.0-8.0;,2012-01-27T18:39:00-CME-001;2012-01-27T23:35:00-SEP-001;
2012-03-05T03:30:00-FLR-001,2012-03-05T03:30Z,2012-03-05T04:05Z,2012-03-05T04:43Z,X1.1,N19W58,11429,GOES15: SEM/XRS 1.0-8.0,2012-03-05T04:00:00-CME-001
2012-03-07T00:00:00-FLR-001,2012-03-07T00:02Z,2012-03-07T00:24Z,2012-03-07T00:40Z,X5.4,N18E31,11429,GOES15: SEM/XRS 1.0-8.0;,2012-03-07T00:36:00-CME-001;2012-03-07T01:25:00-CME-001;2012-03-07T01:44:00-SEP-001;2012-03-07T04:05:00-SEP-001;2012-03-07T05:00:00-SEP-001;
2012-03-07T01:05:00-FLR-001,2012-03-07T01:05Z,2012-03-07T01:14Z,2012-03-07T01:23Z,X1.3,N17E27,,GOES15: SEM/XRS 1.0-8.0;,2012-03-07T00:36:00-CME-001;2012-03-07T01:25:00-CME-001;2012-03-07T01:44:00-SEP-001;2012-03-07T04:05:00-SEP-001;2012-03-07T05:00:00-SEP-001;
2012-03-09T03:22:00-FLR-001,2012-03-09T03:22Z,2012-03-09T03:53Z,2012-03-09T04:18Z,M6.3,N17E02,,GOES15: SEM/XRS 1.0-8.0,2012-03-09T04:25:00-CME-001
2012-03-10T14:43:00-FLR-001,2012-03-10T14:43Z,2012-03-10T15:52Z,2012-03-10T16:16Z,C8.0,N20W39,11430,GOES15: SEM/XRS 1.0-8.0,2012-03-10T16:24:00-CME-001
2012-03-10T17:15:00-FLR-001,2012-03-10T17:15Z,2012-03-10T17:27Z,2012-03-10T17:32Z,M5.4,N18W22,11429,GOES15: SEM/XRS 1.0-8.0,2012-03-10T18:09:00-CME-001
2012-03-10T17:32:00-FLR-001,2012-03-10T17:32Z,2012-03-10T17:44Z,2012-03-10T18:30Z,M8.4,N18W22,11429,GOES15: SEM/XRS 1.0-8.0,2012-03-10T18:09:00-CME-001
2012-03-13T16:21:00-FLR-001,2012-03-13T16:21Z,2012-03-13T17:41Z,2012-03-13T18:25Z,M7.9,N18W59,11429,GOES15: SEM/XRS 1.0-8.0;,2012-03-13T17:52:00-CME-001;2012-03-13T18:10:00-SEP-001;
2012-05-10T04:11:00-FLR-001,2012-05-10T04:11Z,2012-05-10T04:18Z,2012-05-10T04:23Z,M5.7,N15E20,,GOES15: SEM/XRS 1.0-8.0,None
2012-05-17T00:30:00-FLR-001,2012-05-17T00:30Z,2012-05-17T01:47Z,2012-05-17T02:14Z,M5.1,N06W90,,GOES15: SEM/XRS 1.0-8.0;,2012-05-17T01:48:00-CME-001;2012-05-17T02:10:00-SEP-001;
2012-06-13T11:29:00-FLR-001,2012-06-13T11:29Z,2012-06-13T13:17Z,2012-06-13T14:31Z,M1.2,S18E21,11504,GOES15: SEM/XRS 1.0-8.0,2012-06-13T14:00:00-CME-001
2012-06-14T12:52:00-FLR-001,2012-06-14T12:52Z,2012-06-14T14:35Z,2012-06-14T15:56Z,M1.9,S17W00,11504,GOES15: SEM/XRS 1.0-8.0,2012-06-14T14:09:00-CME-001
2012-07-02T10:43:00-FLR-001,2012-07-02T10:43Z,2012-07-02T10:52Z,2012-07-02T10:57Z,M5.6,S16E16,,GOES15: SEM/XRS 1.0-8.0,None
2012-07-04T09:47:00-FLR-001,2012-07-04T09:47Z,2012-07-04T09:55Z,2012-07-04T09:57Z,M5.3,S16W18,,GOES15: SEM/XRS 1.0-8.0,None
2012-07-05T11:39:00-FLR-001,2012-07-05T11:39Z,2012-07-05T11:44Z,2012-07-05T11:49Z,M6.1,S18W32,,GOES15: SEM/XRS 1.0-8.0,None
2012-07-06T23:01:00-FLR-001,2012-07-06T23:01Z,2012-07-06T23:08Z,2012-07-06T23:14Z,X1.1,S17W50,,GOES15: SEM/XRS 1.0-8.0;,2012-07-06T23:12:00-CME-001;2012-07-07T04:00:00-SEP-001;
2012-07-08T16:23:00-FLR-001,2012-07-08T16:23Z,2012-07-08T16:32Z,2012-07-08T16:42Z,M6.9,S17W74,11515,GOES15: SEM/XRS 1.0-8.0,2012-07-09T01:20:00-SEP-001
2012-07-12T15:37:00-FLR-001,2012-07-12T15:37Z,2012-07-12T16:49Z,2012-07-12T17:30Z,X1.4,S14W02,11520,GOES15: SEM/XRS 1.0-8.0;,2012-07-12T16:54:00-CME-001;2012-07-12T17:50:00-SEP-001;2012-07-12T18:18:00-SEP-001;2012-07-12T18:35:00-SEP-001;
2012-07-17T12:03:00-FLR-001,2012-07-17T12:03Z,2012-07-17T17:15Z,2012-07-17T19:04Z,M1.8,S15W88,11520,GOES15: SEM/XRS 1.0-8.0;,2012-07-17T14:24:00-CME-001;2012-07-17T16:30:00-SEP-001;
2012-07-19T04:17:00-FLR-001,2012-07-19T04:17Z,2012-07-19T05:58Z,2012-07-19T06:56Z,M7.7,S17W91,11520,GOES15: SEM/XRS 1.0-8.0,2012-07-19T05:36:00-CME-001
2012-07-28T20:44:00-FLR-001,2012-07-28T20:44Z,2012-07-28T20:56Z,2012-07-28T21:04Z,M6.2,S20E49,,GOES15: SEM/XRS 1.0-8.0,2012-07-28T21:24:00-CME-001
2012-08-18T00:24:00-FLR-001,2012-08-18T00:24Z,2012-08-18T01:02Z,2012-08-18T01:07Z,M5.5,N20W87,,GOES15: SEM/XRS 1.0-8.0,None
2012-08-31T19:45:00-FLR-001,2012-08-31T19:45Z,2012-08-31T20:43Z,2012-08-31T21:51Z,C8.4,N03E08,11560,GOES15: SEM/XRS 1.0-8.0,2012-08-31T20:36:00-CME-001
2012-09-27T23:36:00-FLR-001,2012-09-27T23:36Z,2012-09-27T23:57Z,2012-09-28T00:34Z,C3.7,N09W26,11577,GOES15: SEM/XRS 1.0-8.0;,2012-09-28T02:25:00-CME-001;2012-09-28T02:47:00-SEP-001;2012-09-28T03:00:00-SEP-001;2012-09-28T05:21:00-SEP-001;
2012-10-20T18:05:00-FLR-001,2012-10-20T18:05Z,2012-10-20T18:14Z,2012-10-20T18:19Z,M9.1,S12E88,,GOES15: SEM/XRS 1.0-8.0,None
2012-10-22T18:38:00-FLR-001,2012-10-22T18:38Z,2012-10-22T18:51Z,2012-10-22T19:01Z,M5.0,S12E60,11598,GOES15: SEM/XRS 1.0-8.0,None
2012-10-23T03:13:00-FLR-001,2012-10-23T03:13Z,2012-10-23T03:17Z,2012-10-23T03:21Z,X1.8,S12E58,11598,GOES15: SEM/XRS 1.0-8.0,None
2012-11-08T02:09:00-FLR-001,2012-11-08T02:09Z,2012-11-08T02:23Z,2012-11-08T04:40Z,M1.7,S10E70,,GOES15: SEM/XRS 1.0-8.0,2012-11-08T11:09:00-CME-001
2012-11-13T01:58:00-FLR-001,2012-11-13T01:58Z,2012-11-13T02:04Z,,M6.0,S25E46,,GOES15: SEM/XRS 1.0-8.0,None
2012-11-20T12:36:00-FLR-001,2012-11-20T12:36Z,2012-11-20T12:41Z,2012-11-20T12:46Z,M1.7,N06E20,,GOES15: SEM/XRS 1.0-8.0,None
2012-11-21T15:10:00-FLR-001,2012-11-21T15:10Z,2012-11-21T15:30Z,2012-11-21T15:38Z,M3.5,N08W00,11618,GOES15: SEM/XRS 1.0-8.0,2012-11-21T16:24:00-CME-001
2013-03-15T05:51:00-FLR-001,2013-03-15T05:51Z,2013-03-15T06:58Z,2013-03-15T14:30Z,M1.2,N20E08,,GOES15: SEM/XRS 1.0-8.0,2013-03-15T06:54:00-CME-001
2013-04-11T06:55:00-FLR-001,2013-04-11T06:55Z,2013-04-11T07:16Z,2013-04-11T07:29Z,M6.5,N07E13,11719,GOES15: SEM/XRS 1.0-8.0;,2013-04-11T07:36:00-CME-001;2013-04-11T08:12:00-SEP-001;2013-04-11T09:30:00-SEP-001;2013-04-11T10:10:00-SEP-001;
2013-05-03T17:24:00-FLR-001,2013-05-03T17:24Z,2013-05-03T17:32Z,2013-05-03T17:41Z,M5.7,N15E85,,GOES15: SEM/XRS 1.0-8.0,None
2013-05-13T01:53:00-FLR-001,2013-05-13T01:53Z,2013-05-13T02:17Z,2013-05-13T02:32Z,X1.6,N10E89,,GOES15: SEM/XRS 1.0-8.0;,2013-05-13T02:54:00-CME-001;2013-05-13T04:12:00-SEP-001;
2013-05-13T15:40:00-FLR-001,2013-05-13T15:40Z,2013-05-13T16:05Z,2013-05-13T16:16Z,X2.8,N10E89,,GOES15: SEM/XRS 1.0-8.0;,2013-05-13T16:18:00-CME-001;2013-05-13T18:02:00-SEP-001;
2013-05-14T01:00:00-FLR-001,2013-05-14T01:00Z,2013-05-14T01:11Z,2013-05-14T01:20Z,X3.2,N10E89,,GOES15: SEM/XRS 1.0-8.0,2013-05-14T01:30:00-CME-001
2013-05-15T01:25:00-FLR-001,2013-05-15T01:25Z,2013-05-15T01:48Z,2013-05-15T01:58Z,X1.2,N11E63,,GOES15: SEM/XRS 1.0-8.0;,2013-05-15T02:18:00-CME-001;2013-05-15T13:25:00-SEP-001;
2013-05-22T12:30:00-FLR-001,2013-05-22T12:30Z,2013-05-22T13:38Z,2013-05-22T17:10Z,M5.0,N13W75,,GOES15: SEM/XRS 1.0-8.0;,2013-05-22T13:24:00-CME-001;2013-05-22T15:05:00-SEP-001;2013-05-22T15:05:00-SEP-002;2013-05-22T15:30:00-SEP-001;
2013-06-07T22:32:00-FLR-001,2013-06-07T22:32Z,2013-06-07T22:49Z,2013-06-07T23:04Z,M5.9,S28W85,11762,GOES15: SEM/XRS 1.0-8.0,None
2013-06-21T02:30:00-FLR-001,2013-06-21T02:30Z,2013-06-21T03:14Z,2013-06-21T03:43Z,M2.9,S14E37,11777,GOES15: SEM/XRS 1.0-8.0,2013-06-21T06:09:00-SEP-001
2013-10-22T00:14:00-FLR-001,2013-10-22T00:14Z,2013-10-22T00:22Z,2013-10-22T00:28Z,M1.0,N06E16,11875,GOES15: SEM/XRS 1.0-8.0,None
2013-10-22T14:49:00-FLR-001,2013-10-22T14:49Z,2013-10-22T15:20Z,2013-10-22T15:28Z,M1.0,N05E08,11875,GOES15: SEM/XRS 1.0-8.0,None
2013-10-22T21:15:00-FLR-001,2013-10-22T21:15Z,2013-10-22T21:20Z,2013-10-22T21:32Z,M4.3,N05E03,11875,GOES15: SEM/XRS 1.0-8.0,2013-10-22T22:00:00-CME-001
2013-10-24T00:22:00-FLR-001,2013-10-24T00:22Z,2013-10-24T00:30Z,2013-10-24T00:35Z,M9.3,S13E09,11877,GOES15: SEM/XRS 1.0-8.0,2013-10-24T01:48:00-CME-001
2013-10-25T07:53:00-FLR-001,2013-10-25T07:53Z,2013-10-25T08:01Z,2013-10-25T08:09Z,X1.7,S08E73,11882,GOES15: SEM/XRS 1.0-8.0;,2013-10-25T08:24:00-CME-001;2013-10-25T13:36:00-SEP-001;
2013-10-25T14:52:00-FLR-001,2013-10-25T14:52Z,2013-10-25T15:03Z,2013-10-25T15:12Z,X2.1,S08E65,11882,GOES15: SEM/XRS 1.0-8.0,2013-10-25T15:12:00-CME-001
2013-10-26T19:24:00-FLR-001,2013-10-26T19:24Z,2013-10-26T19:27Z,2013-10-26T19:30Z,M3.1,S09E77,11884,GOES15: SEM/XRS 1.0-8.0,2013-10-26T20:09:00-CME-001
2013-10-26T19:49:00-FLR-001,2013-10-26T19:49Z,2013-10-26T19:53Z,2013-10-26T19:58Z,M1.0,S08E46,11882,GOES15: SEM/XRS 1.0-8.0,None
2013-10-28T01:41:00-FLR-001,2013-10-28T01:41Z,2013-10-28T02:03Z,2013-10-28T02:12Z,X1.0,N07W634,11875,GOES15: SEM/XRS 1.0-8.0,2013-10-28T02:12:00-CME-001
2013-10-28T04:32:00-FLR-001,2013-10-28T04:32Z,2013-10-28T04:41Z,2013-10-28T04:46Z,M5.1,N07W65,11875,GOES15: SEM/XRS 1.0-8.0,2013-10-28T04:48:00-CME-001
2013-10-29T21:48:00-FLR-001,2013-10-29T21:48Z,2013-10-29T21:54Z,2013-10-29T22:01Z,X2.3,N07W89,11875,GOES15: SEM/XRS 1.0-8.0,2013-10-29T22:12:00-CME-001
2013-11-01T19:46:00-FLR-001,2013-11-01T19:46Z,2013-11-01T19:53Z,2013-11-01T19:58Z,M6.3,S12E01,11884,GOES15: SEM/XRS 1.0-8.0,None
2013-11-05T22:08:00-FLR-001,2013-11-05T22:08Z,2013-11-05T22:12Z,2013-11-05T22:15Z,X3.3,S09E37,11890,GOES15: SEM/XRS 1.0-8.0,None
2013-11-08T04:20:00-FLR-001,2013-11-08T04:20Z,2013-11-08T04:26Z,2013-11-08T04:29Z,X1.1,S10E11,11890,GOES15: SEM/XRS 1.0-8.0,2013-11-08T06:09:00-CME-001
2013-11-10T05:08:00-FLR-001,2013-11-10T05:08Z,2013-11-10T05:14Z,2013-11-10T05:18Z,X1.1,S11W16,11890,GOES15: SEM/XRS 1.0-8.0,2013-11-10T05:39:00-CME-001
2013-11-19T10:14:00-FLR-001,2013-11-19T10:14Z,2013-11-19T10:26Z,2013-11-19T10:34Z,X1.0,S13W69,11893,GOES15: SEM/XRS 1.0-8.0,2013-11-19T10:39:00-CME-001
2013-12-29T07:49:00-FLR-001,2013-12-29T07:49Z,2013-12-29T07:56Z,2013-12-29T08:00Z,M3.1,S16W01,11936,GOES15: SEM/XRS 1.0-8.0,None
2013-12-31T21:43:00-FLR-001,2013-12-31T21:43Z,2013-12-31T21:58Z,2013-12-31T22:20Z,M6.4,S16W34,11936,GOES15: SEM/XRS 1.0-8.0,None
2014-01-01T18:40:00-FLR-001,2014-01-01T18:40Z,2014-01-01T18:52Z,2014-01-01T19:03Z,M9.9,S16W36,11936,GOES15: SEM/XRS 1.0-8.0,None
2014-01-02T02:24:00-FLR-001,2014-01-02T02:24Z,2014-01-02T02:33Z,2014-01-02T02:56Z,M1.7,S05E89,11944,GOES15: SEM/XRS 1.0-8.0,None
2014-01-02T22:12:00-FLR-001,2014-01-02T22:12Z,2014-01-02T22:18Z,2014-01-02T22:22Z,M1.2,S05E65,11944,GOES15: SEM/XRS 1.0-8.0,None
2014-01-03T12:41:00-FLR-001,2014-01-03T12:41Z,2014-01-03T12:50Z,2014-01-03T12:54Z,M1.0,S04E52,11944,GOES15: SEM/XRS 1.0-8.0,None
2014-01-03T21:00:00-FLR-001,2014-01-03T21:00Z,2014-01-03T21:14Z,2014-01-03T21:40Z,M1.1,S04E52,11944,GOES15: SEM/XRS 1.0-8.0,None
2014-01-04T10:16:00-FLR-001,2014-01-04T10:16Z,2014-01-04T10:25Z,2014-01-04T10:41Z,M1.3,S09E41,11944,GOES15: SEM/XRS 1.0-8.0,None
2014-01-04T18:47:00-FLR-001,2014-01-04T18:47Z,2014-01-04T19:46Z,2014-01-04T20:23Z,M4.0,S11E33,11943,GOES15: SEM/XRS 1.0-8.0,2014-01-04T21:25:00-CME-001
2014-01-04T22:12:00-FLR-001,2014-01-04T22:12Z,2014-01-04T22:52Z,2014-01-04T23:22Z,M1.9,S14W89,11936,GOES15: SEM/XRS 1.0-8.0,2014-01-05T00:54:00-CME-001
2014-01-07T03:49:00-FLR-001,2014-01-07T03:49Z,2014-01-07T03:53Z,2014-01-07T03:56Z,M1.0,N07E08,11946,GOES15: SEM/XRS 1.0-8.0,None
2014-01-07T10:07:00-FLR-001,2014-01-07T10:07Z,2014-01-07T10:13Z,2014-01-07T10:37Z,M7.2,S13E13,11944,GOES15: SEM/XRS 1.0-8.0,None
2014-01-07T18:02:00-FLR-001,2014-01-07T18:02Z,2014-01-07T18:32Z,2014-01-07T18:58Z,X1.2,S15W10,11943,GOES15: SEM/XRS 1.0-8.0;,2014-01-07T18:24:00-CME-001;2014-01-07T19:45:00-SEP-001;2014-01-07T20:30:00-SEP-001;2014-01-07T20:30:00-SEP-002;
2014-01-08T03:39:00-FLR-001,2014-01-08T03:39Z,2014-01-08T03:47Z,2014-01-08T03:54Z,M3.6,N11W88,11947,GOES15: SEM/XRS 1.0-8.0,2014-01-08T04:12:00-CME-001
2014-01-13T21:48:00-FLR-001,2014-01-13T21:48Z,2014-01-13T21:51Z,2014-01-13T21:53Z,M1.3,S08W75,11944,GOES15: SEM/XRS 1.0-8.0,None
2014-01-14T06:33:00-FLR-001,2014-01-14T06:33Z,2014-01-14T06:39Z,2014-01-14T06:44Z,M2.1,S14E54,11967,GOES15: SEM/XRS 1.0-8.0,None
2014-01-27T01:05:00-FLR-001,2014-01-27T01:05Z,2014-01-27T01:21Z,2014-01-27T01:39Z,M1.0,S16E88,,GOES15: SEM/XRS 1.0-8.0,2014-01-27T02:24:00-CME-001
2014-01-27T02:02:00-FLR-001,2014-01-27T02:02Z,2014-01-27T02:10Z,2014-01-27T02:18Z,M1.1,S13E88,,GOES15: SEM/XRS 1.0-8.0,2014-01-27T02:24:00-CME-001
